user_id,statuses_count,followers_count,friends_count,listed_count,favourites_count,favorite_count,retweet_count,days,posts_number_all,posts_number,text_length,reply_ratio,time,positive_words_count,negative_words_count,emoji_count,vad,antidepressant_words_count,depression_symptoms_count
39135604,15580,224,224,7,4322,0,4491,28,165,6,13,0.21,"[0.012, 0.067, 0.073, 0.036, 0.055, 0.091, 0.048, 0.0, 0.085, 0.024, 0.024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.018, 0.073, 0.067, 0.036, 0.012, 0.048, 0.042]",172,181,3,"[2.27, 1.83, 1.92]",0,"[6.6, 2.0, 1.5, 0.0, 7.0, 1.0, 10.0, 4.0, 0.0]"
67822852,50590,894,1029,2,20787,0,12,29,576,20,10,0.09,"[0.076, 0.036, 0.069, 0.028, 0.014, 0.066, 0.069, 0.043, 0.036, 0.024, 0.012, 0.017, 0.005, 0.009, 0.003, 0.042, 0.021, 0.057, 0.071, 0.073, 0.062, 0.026, 0.066, 0.021]",298,375,7,"[2.37, 2.03, 2.12]",0,"[28.1, 4.0, 8.5, 0.0, 9.0, 6.5, 14.0, 15.5, 0.0]"
1374743563,5873,1431,1352,3,1102,0,1569,7,24,3,15,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.083, 0.0, 0.292, 0.0, 0.0, 0.0, 0.042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.167, 0.125, 0.0, 0.0, 0.0]",37,21,1,"[3.57, 2.74, 2.95]",0,"[1.2, 0.0, 1.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0]"
2314905150,34725,3468,719,11,16041,0,1,31,1945,63,9,0.11,"[0.07, 0.082, 0.078, 0.06, 0.082, 0.06, 0.046, 0.035, 0.022, 0.014, 0.002, 0.005, 0.0, 0.004, 0.006, 0.029, 0.034, 0.052, 0.047, 0.043, 0.074, 0.033, 0.043, 0.061]",1235,1276,44,"[2.83, 2.38, 2.44]",0,"[59.0, 34.5, 18.0, 1.0, 22.5, 21.5, 36.9, 23.5, 1.0]"
115795260,12340,1309,1862,64,285,0,0,22,1690,77,19,0.99,"[0.077, 0.008, 0.067, 0.022, 0.016, 0.042, 0.018, 0.075, 0.061, 0.07, 0.063, 0.017, 0.019, 0.005, 0.0, 0.033, 0.091, 0.103, 0.047, 0.014, 0.032, 0.049, 0.015, 0.043]",2850,2306,0,"[4.22, 3.75, 3.83]",0,"[62.7, 51.0, 8.5, 0.5, 40.0, 24.0, 89.5, 103.0, 0.0]"
748273125406576640,9140,391,525,0,1800,0,1,31,1716,55,12,0.22,"[0.018, 0.044, 0.042, 0.048, 0.044, 0.045, 0.068, 0.075, 0.092, 0.014, 0.011, 0.003, 0.01, 0.009, 0.011, 0.03, 0.061, 0.074, 0.09, 0.059, 0.023, 0.041, 0.048, 0.023]",1535,1579,23,"[2.92, 2.54, 2.63]",0,"[90.5, 26.0, 23.0, 3.0, 46.0, 35.5, 94.4, 21.6, 1.0]"
4602481937,2375,206,497,1,571,0,0,31,190,6,12,0.05,"[0.053, 0.053, 0.011, 0.079, 0.063, 0.095, 0.079, 0.053, 0.026, 0.011, 0.0, 0.011, 0.0, 0.011, 0.0, 0.011, 0.037, 0.079, 0.037, 0.063, 0.016, 0.011, 0.032, 0.011]",206,171,6,"[4.49, 3.78, 3.92]",0,"[14.1, 3.0, 2.5, 0.5, 7.5, 2.0, 8.7, 4.5, 0.0]"
714721383872339968,2092,129,117,0,403,0,0,31,388,13,12,0.2,"[0.054, 0.08, 0.07, 0.046, 0.08, 0.116, 0.09, 0.082, 0.072, 0.031, 0.018, 0.0, 0.0, 0.0, 0.003, 0.013, 0.015, 0.008, 0.026, 0.028, 0.01, 0.018, 0.044, 0.015]",271,313,21,"[3.43, 2.94, 3.0]",0,"[15.0, 7.5, 7.5, 1.0, 6.0, 7.0, 14.2, 8.5, 0.0]"
4826827278,2132,40,172,2,835,0,7,31,340,11,12,0.19,"[0.082, 0.059, 0.056, 0.068, 0.094, 0.059, 0.05, 0.015, 0.021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.0, 0.021, 0.024, 0.047, 0.062, 0.085, 0.062, 0.062, 0.035]",330,358,1,"[3.24, 2.75, 2.81]",0,"[18.4, 10.0, 5.5, 0.0, 4.0, 9.6, 13.0, 5.0, 1.0]"
725005675,12172,693,721,2,3324,1,0,30,244,8,9,0.19,"[0.037, 0.066, 0.025, 0.041, 0.037, 0.078, 0.074, 0.016, 0.094, 0.02, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.057, 0.066, 0.094, 0.066, 0.066, 0.008]",153,122,2,"[2.86, 2.38, 2.47]",0,"[4.1, 5.0, 2.5, 0.0, 4.0, 2.5, 9.6, 4.0, 0.0]"
205372419,10000,247,431,11,603,0,6824,27,82,3,18,0.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.232, 0.098, 0.073, 0.049, 0.024, 0.049, 0.049, 0.049, 0.0, 0.012, 0.012, 0.0, 0.0, 0.024, 0.0, 0.0]",112,111,0,"[3.64, 2.82, 3.22]",0,"[2.8, 1.0, 3.5, 0.0, 3.0, 0.5, 5.5, 2.0, 0.0]"
2903086152,38083,1987,1645,1,1028,0,1,31,1564,50,8,0.15,"[0.029, 0.065, 0.079, 0.102, 0.084, 0.051, 0.117, 0.04, 0.058, 0.023, 0.001, 0.001, 0.021, 0.001, 0.009, 0.007, 0.015, 0.054, 0.061, 0.027, 0.064, 0.036, 0.012, 0.023]",542,602,73,"[1.9, 1.53, 1.64]",0,"[63.3, 10.0, 25.5, 0.0, 21.0, 9.0, 35.2, 17.0, 0.0]"
2254052967,16649,748,498,9,7967,3,0,30,710,24,12,0.09,"[0.062, 0.038, 0.037, 0.065, 0.051, 0.052, 0.079, 0.066, 0.058, 0.02, 0.017, 0.01, 0.0, 0.0, 0.004, 0.017, 0.021, 0.006, 0.058, 0.055, 0.08, 0.066, 0.055, 0.042]",534,604,12,"[3.3, 2.72, 2.86]",0,"[43.3, 6.5, 10.5, 1.0, 19.6, 11.5, 31.0, 14.0, 1.0]"
31319057,26524,554,1511,16,20681,8,0,31,1125,36,13,0.77,"[0.039, 0.052, 0.092, 0.052, 0.084, 0.068, 0.104, 0.019, 0.013, 0.006, 0.006, 0.002, 0.004, 0.007, 0.015, 0.03, 0.074, 0.053, 0.048, 0.052, 0.041, 0.062, 0.027, 0.024]",1283,1644,0,"[2.65, 2.49, 2.48]",0,"[45.9, 20.0, 15.5, 0.0, 30.0, 25.5, 58.1, 22.0, 0.0]"
101184775,13631,213,447,27,6294,0,890,18,170,9,13,0.31,"[0.012, 0.029, 0.0, 0.0, 0.0, 0.0, 0.018, 0.041, 0.053, 0.012, 0.0, 0.012, 0.071, 0.0, 0.088, 0.088, 0.041, 0.2, 0.088, 0.106, 0.012, 0.0, 0.006, 0.018]",105,140,0,"[1.31, 1.21, 1.22]",0,"[3.3, 2.0, 0.0, 0.0, 2.5, 4.5, 14.5, 2.5, 0.0]"
74376587,7825,269,373,2,8485,0,420,20,45,2,13,0.11,"[0.044, 0.0, 0.0, 0.044, 0.022, 0.089, 0.067, 0.067, 0.089, 0.022, 0.022, 0.044, 0.0, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.0]",48,41,0,"[2.77, 2.32, 2.39]",0,"[2.2, 1.0, 0.5, 0.0, 2.5, 0.5, 2.1, 1.0, 0.0]"
51350650,87604,1018,314,42,14893,0,20054,31,606,20,11,0.64,"[0.041, 0.063, 0.053, 0.091, 0.083, 0.05, 0.064, 0.066, 0.063, 0.094, 0.076, 0.04, 0.017, 0.01, 0.005, 0.0, 0.0, 0.0, 0.003, 0.012, 0.01, 0.041, 0.021, 0.048]",500,480,0,"[3.14, 2.59, 2.73]",0,"[15.1, 7.0, 16.0, 0.0, 23.5, 8.6, 30.6, 15.0, 1.0]"
2994253908,2185,332,326,1,764,0,344,28,259,9,11,0.27,"[0.042, 0.019, 0.039, 0.066, 0.023, 0.108, 0.058, 0.069, 0.162, 0.089, 0.054, 0.019, 0.0, 0.0, 0.004, 0.004, 0.012, 0.035, 0.039, 0.015, 0.023, 0.008, 0.0, 0.004]",213,169,1,"[2.94, 2.48, 2.61]",0,"[6.7, 0.0, 2.0, 1.0, 6.0, 0.5, 10.2, 4.0, 0.0]"
578520009,9360,480,515,2,10615,0,3,29,409,14,10,0.18,"[0.044, 0.127, 0.132, 0.127, 0.029, 0.002, 0.02, 0.002, 0.015, 0.0, 0.01, 0.044, 0.017, 0.02, 0.029, 0.049, 0.051, 0.024, 0.086, 0.027, 0.022, 0.017, 0.02, 0.015]",353,331,8,"[2.8, 2.45, 2.51]",0,"[16.5, 17.0, 2.5, 3.5, 12.5, 8.0, 31.1, 7.0, 0.0]"
2790022237,1534,6,56,1,451,0,0,17,239,14,10,0.15,"[0.155, 0.021, 0.029, 0.0, 0.0, 0.0, 0.004, 0.017, 0.004, 0.0, 0.017, 0.0, 0.059, 0.038, 0.134, 0.088, 0.067, 0.025, 0.134, 0.038, 0.0, 0.013, 0.021, 0.067]",411,302,4,"[0.78, 0.61, 0.66]",0,"[15.8, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0]"
771770431279857664,1536,109,311,5,7486,0,0,28,263,9,17,0.32,"[0.065, 0.03, 0.057, 0.095, 0.023, 0.011, 0.004, 0.0, 0.0, 0.004, 0.008, 0.008, 0.0, 0.004, 0.087, 0.068, 0.03, 0.03, 0.061, 0.072, 0.061, 0.053, 0.049, 0.072]",401,315,2,"[3.82, 3.27, 3.43]",0,"[13.0, 19.0, 3.5, 0.0, 3.5, 6.5, 15.0, 5.5, 0.0]"
264374656,24551,864,823,2,249,0,0,24,170,7,9,0.22,"[0.059, 0.047, 0.076, 0.047, 0.065, 0.047, 0.0, 0.094, 0.059, 0.0, 0.0, 0.0, 0.012, 0.012, 0.024, 0.018, 0.065, 0.029, 0.1, 0.041, 0.006, 0.041, 0.018, 0.0]",95,89,8,"[1.51, 1.37, 1.4]",0,"[3.5, 0.5, 1.0, 0.0, 3.5, 2.0, 4.2, 4.0, 0.0]"
4257332085,5223,558,580,13,1601,0,0,31,677,22,13,0.14,"[0.004, 0.0, 0.0, 0.0, 0.0, 0.004, 0.047, 0.087, 0.077, 0.061, 0.031, 0.024, 0.049, 0.041, 0.074, 0.069, 0.061, 0.072, 0.087, 0.04, 0.072, 0.018, 0.019, 0.016]",589,683,4,"[1.21, 1.02, 1.06]",0,"[9.3, 6.0, 6.5, 0.0, 16.0, 4.0, 14.5, 12.0, 0.0]"
476632447,677,195,552,7,624,0,0,21,74,4,9,0.23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027, 0.014, 0.135, 0.108, 0.027, 0.041, 0.027, 0.068, 0.041, 0.0, 0.041, 0.041, 0.095, 0.054, 0.0, 0.0, 0.0]",76,52,3,"[1.24, 0.97, 1.06]",0,"[2.1, 0.0, 0.0, 0.0, 0.5, 0.5, 3.0, 0.0, 0.0]"
246328632,83583,1537,161,42,121,0,12272,31,1962,63,10,0.17,"[0.006, 0.005, 0.002, 0.0, 0.0, 0.003, 0.021, 0.055, 0.082, 0.042, 0.042, 0.042, 0.037, 0.034, 0.035, 0.048, 0.051, 0.085, 0.059, 0.033, 0.11, 0.1, 0.082, 0.012]",1230,1187,20,"[2.01, 1.76, 1.77]",0,"[45.3, 7.5, 16.0, 4.5, 29.5, 29.1, 64.7, 20.5, 2.0]"
406038141,17547,983,358,1,4153,1,1,13,51,4,11,0.47,"[0.039, 0.02, 0.02, 0.078, 0.059, 0.059, 0.02, 0.0, 0.02, 0.0, 0.0, 0.118, 0.0, 0.078, 0.02, 0.039, 0.02, 0.078, 0.039, 0.0, 0.0, 0.02, 0.0, 0.02]",30,36,1,"[3.04, 2.96, 2.93]",0,"[4.3, 2.0, 0.5, 0.0, 1.5, 0.5, 4.5, 1.0, 0.0]"
48493061,57767,640,315,6,11643,0,46,30,479,16,10,0.12,"[0.063, 0.038, 0.033, 0.027, 0.029, 0.073, 0.05, 0.113, 0.205, 0.104, 0.042, 0.033, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.006, 0.015, 0.029, 0.021, 0.035]",279,348,4,"[2.87, 2.56, 2.57]",0,"[20.6, 14.0, 4.5, 0.0, 7.5, 7.0, 20.1, 6.0, 1.0]"
38884124,21001,268,143,3,7055,0,0,29,138,5,11,0.08,"[0.043, 0.036, 0.022, 0.072, 0.058, 0.058, 0.101, 0.08, 0.109, 0.058, 0.014, 0.007, 0.0, 0.007, 0.0, 0.0, 0.0, 0.007, 0.014, 0.022, 0.029, 0.022, 0.022, 0.007]",131,90,6,"[4.8, 3.82, 4.0]",0,"[3.9, 2.0, 1.0, 0.0, 2.0, 2.0, 2.3, 4.5, 0.0]"
1268995298,17617,2445,2400,40,863,0,0,29,459,16,11,0.01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231, 0.462, 0.24, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",169,599,0,"[0.31, 0.32, 0.31]",0,"[10.7, 21.5, 3.0, 1.0, 43.5, 5.5, 27.6, 35.5, 1.0]"
714854089386041344,2825,139,260,2,4958,0,0,31,264,9,16,0.97,"[0.11, 0.076, 0.023, 0.034, 0.034, 0.057, 0.038, 0.015, 0.004, 0.011, 0.008, 0.004, 0.015, 0.011, 0.053, 0.023, 0.004, 0.091, 0.045, 0.045, 0.068, 0.068, 0.03, 0.015]",388,439,0,"[3.25, 2.9, 2.88]",0,"[18.3, 6.0, 5.0, 0.5, 7.5, 23.0, 39.6, 8.0, 0.0]"
418441891,32050,571,567,0,883,0,0,28,118,4,9,0.14,"[0.025, 0.025, 0.059, 0.025, 0.008, 0.042, 0.059, 0.042, 0.144, 0.042, 0.068, 0.0, 0.017, 0.0, 0.0, 0.025, 0.017, 0.017, 0.034, 0.025, 0.017, 0.025, 0.0, 0.042]",19,83,6,"[0.32, 0.35, 0.32]",0,"[5.4, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0]"
392383901,51810,774,193,22,4921,1,0,30,1203,40,12,0.34,"[0.058, 0.062, 0.079, 0.089, 0.076, 0.071, 0.066, 0.044, 0.017, 0.045, 0.032, 0.034, 0.021, 0.031, 0.003, 0.007, 0.0, 0.0, 0.0, 0.006, 0.026, 0.062, 0.084, 0.062]",1468,1190,18,"[4.05, 3.34, 3.48]",0,"[48.5, 20.5, 14.5, 4.5, 34.1, 17.0, 58.0, 19.5, 0.0]"
810847363900342272,15,12,63,0,11,0,0,6,29,5,15,0.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.207, 0.241, 0.0, 0.034, 0.034, 0.0, 0.241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034, 0.0, 0.0]",54,24,9,"[6.14, 5.1, 5.23]",0,"[4.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0]"
1767975548,1344,312,384,1,2038,0,13345,25,80,3,14,0.06,"[0.05, 0.025, 0.0, 0.025, 0.025, 0.087, 0.1, 0.087, 0.05, 0.087, 0.025, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.013, 0.013, 0.0, 0.062, 0.013, 0.0]",74,70,5,"[3.63, 3.07, 3.19]",0,"[0.9, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0]"
703295124713955328,2544,276,258,8,4733,0,0,29,201,7,14,0.72,"[0.055, 0.02, 0.01, 0.03, 0.0, 0.0, 0.0, 0.015, 0.03, 0.04, 0.07, 0.045, 0.055, 0.015, 0.065, 0.03, 0.035, 0.08, 0.114, 0.03, 0.02, 0.035, 0.02, 0.045]",251,231,2,"[3.86, 3.16, 3.38]",0,"[10.8, 2.0, 2.6, 0.5, 7.5, 2.5, 14.3, 4.5, 0.0]"
1285711058,137,226,121,18,8,0,0,5,5,1,17,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,18,0,"[0.0, 0.0, 0.0]",0,"[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
160798494,44713,1676,676,4,173,2,1,27,218,8,12,0.07,"[0.028, 0.092, 0.064, 0.032, 0.046, 0.032, 0.032, 0.023, 0.023, 0.014, 0.023, 0.0, 0.0, 0.055, 0.032, 0.128, 0.046, 0.032, 0.069, 0.014, 0.032, 0.037, 0.023, 0.0]",127,169,0,"[3.22, 2.7, 2.85]",0,"[6.3, 1.0, 11.0, 1.5, 7.6, 6.0, 17.1, 5.5, 0.0]"
2599290540,60532,742,511,21,287,1,0,31,1438,46,13,0.06,"[0.044, 0.043, 0.042, 0.047, 0.03, 0.04, 0.042, 0.043, 0.05, 0.05, 0.048, 0.045, 0.031, 0.034, 0.042, 0.042, 0.043, 0.045, 0.045, 0.042, 0.031, 0.037, 0.041, 0.022]",1205,1369,5,"[5.24, 4.52, 4.67]",0,"[36.9, 29.0, 54.0, 0.0, 14.5, 13.0, 41.6, 24.0, 0.0]"
532393196,31261,768,551,0,9267,0,1,30,489,16,7,0.32,"[0.039, 0.047, 0.057, 0.025, 0.018, 0.061, 0.067, 0.086, 0.117, 0.072, 0.061, 0.078, 0.008, 0.002, 0.002, 0.0, 0.0, 0.002, 0.0, 0.008, 0.053, 0.037, 0.08, 0.018]",252,269,4,"[2.32, 1.96, 2.02]",0,"[12.2, 4.0, 2.0, 0.0, 6.5, 8.0, 11.4, 7.0, 0.0]"
1830956947,4539,91,31,8,3585,1,0,31,655,21,16,0.76,"[0.037, 0.029, 0.031, 0.014, 0.029, 0.047, 0.023, 0.031, 0.04, 0.029, 0.026, 0.041, 0.053, 0.075, 0.05, 0.026, 0.023, 0.04, 0.061, 0.041, 0.055, 0.075, 0.055, 0.023]",670,668,0,"[3.2, 2.7, 2.85]",0,"[30.8, 17.0, 10.0, 0.0, 13.0, 5.5, 32.8, 23.5, 0.0]"
796156709060415489,18227,11,1,2,0,0,0,10,2482,248,15,0.0,"[0.044, 0.044, 0.044, 0.044, 0.045, 0.044, 0.044, 0.044, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.044, 0.044, 0.044, 0.044, 0.04]",4428,2561,0,"[0.99, 0.8, 0.87]",0,"[62.5, 40.5, 58.0, 4.0, 41.5, 113.5, 51.2, 29.5, 0.0]"
58581939,167354,9851,6558,97,370,0,2,31,2079,67,12,0.02,"[0.006, 0.006, 0.008, 0.005, 0.015, 0.06, 0.065, 0.058, 0.062, 0.043, 0.051, 0.039, 0.059, 0.068, 0.051, 0.045, 0.051, 0.064, 0.064, 0.052, 0.052, 0.033, 0.009, 0.018]",1788,1809,12,"[2.43, 2.05, 2.14]",0,"[61.3, 14.5, 32.0, 5.5, 43.5, 26.5, 89.8, 40.0, 0.0]"
2776111465,1759,5,12,1,641,0,0,17,227,13,10,0.14,"[0.145, 0.026, 0.026, 0.0, 0.0, 0.0, 0.009, 0.009, 0.004, 0.0, 0.022, 0.0, 0.0, 0.04, 0.154, 0.097, 0.075, 0.031, 0.141, 0.04, 0.0, 0.009, 0.022, 0.075]",392,305,4,"[0.62, 0.48, 0.53]",0,"[14.3, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
808388330211725312,584,76,136,1,250,0,0,30,528,18,13,0.1,"[0.004, 0.004, 0.0, 0.0, 0.0, 0.0, 0.011, 0.076, 0.08, 0.098, 0.066, 0.008, 0.083, 0.04, 0.066, 0.059, 0.057, 0.034, 0.045, 0.036, 0.112, 0.038, 0.013, 0.013]",560,695,10,"[2.47, 2.19, 2.24]",0,"[26.3, 6.5, 15.0, 1.0, 14.6, 6.5, 22.9, 18.0, 1.0]"
809551129524768768,3646,837,1727,8,43,0,0,19,3154,166,13,0.56,"[0.06, 0.088, 0.094, 0.084, 0.062, 0.061, 0.09, 0.144, 0.108, 0.061, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.021, 0.035, 0.029, 0.032]",3105,3681,6,"[2.65, 2.22, 2.37]",0,"[379.0, 77.0, 42.6, 6.0, 52.0, 39.5, 130.3, 28.5, 0.0]"
717929442459320320,9168,278,353,4,11052,1,1,30,1256,42,12,0.35,"[0.055, 0.037, 0.029, 0.022, 0.05, 0.057, 0.084, 0.115, 0.1, 0.065, 0.078, 0.018, 0.006, 0.011, 0.001, 0.002, 0.01, 0.025, 0.029, 0.033, 0.038, 0.034, 0.042, 0.033]",1026,930,29,"[3.34, 2.8, 2.94]",0,"[41.2, 15.5, 23.0, 0.5, 31.0, 22.0, 51.5, 23.0, 0.0]"
3037438274,3325,305,562,0,3089,0,32,31,875,28,13,0.28,"[0.031, 0.057, 0.069, 0.042, 0.039, 0.055, 0.053, 0.035, 0.042, 0.046, 0.025, 0.032, 0.069, 0.056, 0.048, 0.03, 0.019, 0.006, 0.0, 0.0, 0.0, 0.083, 0.083, 0.045]",1002,735,257,"[3.58, 2.94, 3.07]",0,"[38.3, 20.0, 2.5, 1.0, 36.0, 9.0, 42.1, 13.0, 0.0]"
