user_id,statuses_count,followers_count,friends_count,listed_count,favourites_count,favorite_count,retweet_count,days,posts_number_all,posts_number,text_length,reply_ratio,time,positive_words_count,negative_words_count,positive_emoji_count,negative_emoji_count,vad,antidepressant_words_count,depression_symptoms_count,lda
2332663110,810,264,302,1,1141,75,343567,31,202,7,13,0.8613861386138614,"[0.064, 0.074, 0.03, 0.045, 0.054, 0.079, 0.069, 0.03, 0.015, 0.015, 0.015, 0.0, 0.035, 0.03, 0.01, 0.045, 0.02, 0.04, 0.064, 0.03, 0.02, 0.045, 0.015, 0.005]",124,74,3,0,"[4.68, 4.33, 4.26]",0,"[8.3, 6.5, 0, 0.5, 4.5, 1.5, 1.9, 0.5, 0]","[0.09325467898601743, 0.045931769722814854, 0.034862117981522285, 0.028116086235489716, 0.026250414593697632, 0.030153518123665, 0.031462449656481206, 0.12921179815208741, 0.03607036247334912, 0.03370125562662932, 0.04897607202084811, 0.0453513385453685, 0.024840796019901645, 0.03646126510305831, 0.036437574034589464, 0.04390618336886951, 0.021512200900260115, 0.027648187633261954, 0.033553186448709665, 0.03590452499407777, 0.02658801231935567, 0.034334991708126296, 0.03702392797915174, 0.019149016820661547, 0.03929827055200521]"
22715031,81,7,39,0,63,22,54428,15,48,3,18,0.125,"[0.021, 0.062, 0.125, 0.125, 0.042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.0, 0.042, 0.062, 0.021, 0.083, 0.0, 0.042, 0.021, 0.0, 0.021, 0.0]",44,7,3,0,"[4.72, 3.64, 3.85]",0,"[0, 0, 0, 0, 0.5, 1.0, 0.1, 1.0, 0]","[0.08930753968253491, 0.01574603174603317, 0.018350198412700632, 0.031743055555558126, 0.02251686507936745, 0.0608601190476552, 0.03335515873017838, 0.130701388888712, 0.029138888888898668, 0.03434722222223035, 0.045210317460335166, 0.05562698412699286, 0.03868750000000294, 0.04270535714285711, 0.029684523809524573, 0.02132638888889114, 0.031371031746036414, 0.019391865079367927, 0.034421626984129726, 0.04451587301588669, 0.05337003968255214, 0.03278472222222388, 0.028469246031756167, 0.017482142857144636, 0.03888591269842978]"
34233218,5349,1005,933,27,27,0,0,28,68,2,13,0.0,"[0.059, 0.044, 0.059, 0.088, 0.029, 0.044, 0.044, 0.015, 0.0, 0.044, 0.074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044, 0.0, 0.015, 0.029, 0.0, 0.0]",38,18,0,0,"[3.38, 2.86, 2.96]",0,"[2.1, 0, 0, 0, 0.5, 0, 0, 2.0, 0]","[0.04384033613445484, 0.028440009337068473, 0.031462885154060816, 0.011469887955182893, 0.012000933706816666, 0.03685504201680562, 0.013103874883285578, 0.3754638188609013, 0.024150793650793752, 0.03750863678804334, 0.027232026143783977, 0.020783613445381075, 0.0433443043884197, 0.018472689075627234, 0.022009103641454936, 0.03678501400559961, 0.021437208216618125, 0.01310387488328593, 0.02116876750700209, 0.018595238095238133, 0.026210784313725435, 0.025685574229692677, 0.04788445378151153, 0.015408963585433741, 0.02758216619981259]"
41790233,2897,289,591,13,602,11,37656,23,79,3,15,0.3291139240506329,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.063, 0.215, 0.025, 0.013, 0.025, 0.013, 0.051, 0.013, 0.0, 0.0, 0.038, 0.051, 0.19, 0.0, 0.0, 0.0, 0.0]",43,24,0,0,"[2.7, 2.32, 2.41]",0,"[3, 0.5, 0, 0.5, 1.0, 0.5, 0.2, 1.0, 0]","[0.08692733848429232, 0.03640950189051618, 0.022801906953804782, 0.037569839443258854, 0.027744643542113, 0.039152117924270764, 0.03227091895446853, 0.13230105759217617, 0.026267850293167166, 0.053694010630721344, 0.031231135952657467, 0.062013644583270265, 0.03649991780371544, 0.016764589840539683, 0.019411310208777857, 0.033892925639762296, 0.036108115513180286, 0.033124390377554484, 0.016246753246754612, 0.023947175187682693, 0.031135240287139748, 0.05791889966574158, 0.03734927941256967, 0.02744325716477798, 0.04177417940708677]"
271241466,11799,901,640,1,909,71,243152,31,309,10,11,0.3851132686084142,"[0.045, 0.058, 0.023, 0.049, 0.052, 0.055, 0.117, 0.123, 0.049, 0.003, 0.0, 0.013, 0.003, 0.013, 0.006, 0.016, 0.023, 0.11, 0.016, 0.003, 0.006, 0.049, 0.045, 0.023]",159,82,10,0,"[4.23, 3.51, 3.65]",0,"[11.6, 5, 0.5, 0.5, 2.5, 1.0, 2.0, 7.5, 0]","[0.09342071247607787, 0.023512227909622346, 0.04921798252417152, 0.024609637557520776, 0.029286231322061252, 0.05139729072953895, 0.025381314306396025, 0.11581097151129718, 0.035816400392947915, 0.032888682074351056, 0.03607621115764472, 0.04096996018820108, 0.02596298019750904, 0.03522827154748962, 0.027378367199213705, 0.035052479189288006, 0.029813608396670774, 0.052568378056980135, 0.03670828809265287, 0.030903262499354548, 0.037216276304223785, 0.02892947624218106, 0.03250090481360809, 0.03719042448684128, 0.03215966082415612]"
320721060,21496,351,677,20,12701,519,150319,31,795,26,13,0.06540880503144654,"[0.034, 0.065, 0.028, 0.049, 0.045, 0.05, 0.068, 0.045, 0.025, 0.025, 0.034, 0.068, 0.052, 0.033, 0.034, 0.044, 0.034, 0.049, 0.053, 0.043, 0.03, 0.023, 0.016, 0.014]",442,269,2,0,"[3.85, 3.31, 3.4]",0,"[18.1, 11, 5.5, 0.5, 8.0, 10.5, 7.9, 13.5, 0]","[0.08181479533124643, 0.04253556541911238, 0.03210558752077766, 0.035884470381938684, 0.02734222149158918, 0.03769027709281042, 0.026477744899265385, 0.07591561364091375, 0.03626371490675232, 0.04960513087475344, 0.0366952454015754, 0.03824281878459142, 0.03341616161616259, 0.04061226368568184, 0.04652140025937507, 0.0317454307998624, 0.03974929402524389, 0.027452181854713816, 0.03171478985149902, 0.04118887062304839, 0.041982521416701966, 0.0344167643889175, 0.038613524028714624, 0.03088652528905698, 0.041127086415694146]"
25001029,75445,826,348,17,853,6,132705,18,93,5,12,0.20430107526881722,"[0.0, 0.011, 0.0, 0.075, 0.0, 0.054, 0.0, 0.043, 0.226, 0.022, 0.0, 0.097, 0.0, 0.022, 0.043, 0.065, 0.043, 0.011, 0.0, 0.054, 0.022, 0.0, 0.0, 0.022]",37,23,1,0,"[5.54, 4.42, 4.78]",0,"[1.2, 0, 0, 0, 0.5, 1, 0, 0, 0]","[0.0962945895203959, 0.037201740911418035, 0.028706263867555416, 0.028629458952039142, 0.035422427035328906, 0.023867554190134834, 0.018461341525858082, 0.050275644307898285, 0.02281788701143493, 0.042829834442737316, 0.04133640552995573, 0.08458610684416881, 0.03939921488308535, 0.02446492575524797, 0.05699180747567872, 0.05320703191671214, 0.02685441201570345, 0.026197303294078725, 0.03633555214200363, 0.04079877112135055, 0.04547533708824158, 0.03532002048131175, 0.05265659668885539, 0.01795357569551221, 0.03391619730329338]"
2245817831,2107,588,291,0,1424,79,28021,12,26,2,8,0.6153846153846154,"[0.038, 0.0, 0.077, 0.038, 0.038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038, 0.0, 0.077, 0.115, 0.077, 0.0, 0.0, 0.038, 0.0, 0.0]",9,7,0,0,"[2.41, 1.74, 1.95]",0,"[0.3, 0, 0, 0, 0.5, 0, 0, 0, 0]","[0.04715018315018097, 0.01665567765567803, 0.0551172161172161, 0.0326813186813198, 0.024347985347984824, 0.024347985347987003, 0.023065934065935104, 0.25932967032967563, 0.01665567765567803, 0.03588644688644718, 0.04229670329670161, 0.03107875457875625, 0.01665567765567803, 0.04907326007325867, 0.04229670329670597, 0.024347985347984193, 0.050309523809524775, 0.021463369963368825, 0.024347985347985768, 0.01665567765567803, 0.027644688644690902, 0.023065934065933595, 0.023065934065929175, 0.04618864468863951, 0.02627106227106195]"
29403274,47234,769,491,18,19485,505,17377,31,1032,33,13,0.13468992248062014,"[0.0, 0.002, 0.0, 0.004, 0.001, 0.009, 0.009, 0.058, 0.076, 0.048, 0.077, 0.057, 0.048, 0.043, 0.017, 0.032, 0.042, 0.114, 0.117, 0.095, 0.078, 0.023, 0.013, 0.008]",517,307,6,0,"[3.86, 3.25, 3.42]",0,"[14.3, 10, 0, 1.0, 10.5, 7.0, 9.4, 5.0, 0]","[0.07657633280731777, 0.031831755314212166, 0.035308812153843204, 0.029289133327145757, 0.033518843404808894, 0.03530571799870068, 0.03259717194220222, 0.09999251214454312, 0.033375738729541346, 0.0431958136080967, 0.030394907020637924, 0.04566572294935052, 0.03848650948358691, 0.0352291376589629, 0.04050621925183631, 0.041417447940839895, 0.028087827593676597, 0.037024907948885404, 0.0326072279464108, 0.033459667687739184, 0.03946000804480547, 0.04081408768835818, 0.04615498623100947, 0.028620409047310676, 0.031079102076178696]"
721819798137671682,2250,114,130,0,1865,129,7380995,31,543,18,14,0.8968692449355433,"[0.046, 0.053, 0.048, 0.041, 0.029, 0.072, 0.041, 0.105, 0.175, 0.015, 0.006, 0.0, 0.0, 0.002, 0.0, 0.006, 0.029, 0.029, 0.029, 0.048, 0.02, 0.079, 0.048, 0.022]",201,132,3,0,"[3.9, 3.32, 3.44]",0,"[9.4, 2.5, 2.5, 2.5, 4.0, 4.0, 1.5, 4.5, 0]","[0.06038109483108769, 0.03298380076713468, 0.02673003395781321, 0.03161023092134133, 0.027170545092767295, 0.03103407353963042, 0.028531735342847076, 0.24872729595507287, 0.02797879034545673, 0.033691739947295435, 0.030613758258204633, 0.03544966309410817, 0.02499070846848661, 0.026560995177662455, 0.03293874808319217, 0.02847604514826818, 0.028582995810774666, 0.028134221334220957, 0.028778273783829415, 0.03181594598816784, 0.027530457813790897, 0.023873050406385432, 0.04769421894977442, 0.02801620149397872, 0.02770537548870925]"
844973203,13426,1478,858,7,16660,401,1501252,31,1333,43,15,0.5993998499624906,"[0.002, 0.002, 0.0, 0.017, 0.034, 0.016, 0.049, 0.065, 0.061, 0.054, 0.088, 0.049, 0.041, 0.049, 0.047, 0.039, 0.027, 0.069, 0.077, 0.073, 0.056, 0.032, 0.025, 0.007]",772,478,1,0,"[5.7, 4.71, 4.98]",0,"[31.4, 18.0, 10.0, 0, 14.6, 10.0, 9.5, 25.5, 1]","[0.0801147489446749, 0.03507416133039916, 0.04474315195177044, 0.029417543655638322, 0.03201172867612701, 0.03407746758994094, 0.02376030721609107, 0.13523923099658797, 0.04168139259749337, 0.029384830924513845, 0.03551596987878278, 0.048258837156798885, 0.03137522945686357, 0.03267913047731763, 0.031653296061460334, 0.03136619549091155, 0.029721413800778834, 0.03785035758732041, 0.0274639647746231, 0.03531345130891757, 0.03840448138407523, 0.032585302662400756, 0.03475722161436474, 0.03118642019775791, 0.03636416426439137]"
758361842611650560,210,277,241,0,163,115,33867,12,141,12,10,0.2765957446808511,"[0.0, 0.071, 0.021, 0.028, 0.085, 0.071, 0.071, 0.064, 0.035, 0.0, 0.0, 0.078, 0.043, 0.0, 0.0, 0.121, 0.021, 0.0, 0.092, 0.05, 0.007, 0.007, 0.0, 0.05]",38,31,12,0,"[3.08, 2.79, 2.88]",0,"[1.1, 4, 0, 0, 1.0, 1.0, 0, 0.5, 0]","[0.08366205110885828, 0.02687380389507957, 0.06893729595857322, 0.02970505459867047, 0.02383429021726854, 0.0321085218957569, 0.029339187211528946, 0.07761116739839906, 0.03459079139930156, 0.0396228751547908, 0.028680625914669584, 0.045347292581332396, 0.03581222559946036, 0.026198356411122014, 0.03872790723854673, 0.051302487898234043, 0.02619835641112307, 0.024385905662502566, 0.06172689406731905, 0.032952831250703384, 0.05133626027243075, 0.027329730946753093, 0.04183496566475025, 0.01827873466171387, 0.04360238658111132]"
2875850786,21752,585,133,5,12628,4287,77064,31,1321,43,12,0.08024224072672217,"[0.019, 0.02, 0.052, 0.047, 0.038, 0.042, 0.063, 0.101, 0.111, 0.098, 0.11, 0.048, 0.022, 0.002, 0.002, 0.004, 0.006, 0.009, 0.005, 0.058, 0.02, 0.036, 0.041, 0.026]",615,382,0,0,"[3.9, 3.3, 3.4]",0,"[37.2, 24.5, 3, 0, 16.0, 8.5, 6.8, 10.0, 0]","[0.07916291848964939, 0.030524730495028567, 0.035613645979983566, 0.02918465143217724, 0.03153810106285365, 0.0368957247373095, 0.028288875041350626, 0.1423730307096482, 0.030626883567478627, 0.03622837778283436, 0.03585905513628439, 0.04018726268231351, 0.03211335089552958, 0.039587395003238456, 0.03601140553615889, 0.030715738606828323, 0.0330030277753061, 0.02625847969412375, 0.02827686834617579, 0.032318453823404335, 0.04353779004274215, 0.03561515712010858, 0.04725942594259398, 0.026121268170773294, 0.03269838192610508]"
3331376075,92,88,342,0,239,27,1,12,86,7,11,0.011627906976744186,"[0.012, 0.081, 0.012, 0.221, 0.093, 0.047, 0.163, 0.047, 0.023, 0.012, 0.0, 0.0, 0.012, 0.047, 0.0, 0.0, 0.058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035, 0.0]",76,17,0,0,"[5.61, 4.47, 4.68]",0,"[1, 0, 1, 0, 0, 0, 0, 2.5, 0]","[0.043865732959848414, 0.024164519140990482, 0.023576283846871916, 0.03965471521942119, 0.03144743230625504, 0.05326349206349531, 0.01900112044817964, 0.1375772175536927, 0.09468272642389419, 0.01681157796451983, 0.02573314659197009, 0.040242950513539634, 0.05994883286647884, 0.02530830999066431, 0.034080485527543954, 0.031363398692810115, 0.030635107376284425, 0.03641942110177428, 0.025471708683473548, 0.038968440709615526, 0.04426255835667522, 0.02651746031745989, 0.043968440709618375, 0.03004687208216806, 0.022988048552755186]"
807883439349305344,210,17,27,0,7,10,23630,13,171,13,11,0.30409356725146197,"[0.0, 0.012, 0.006, 0.0, 0.0, 0.117, 0.105, 0.082, 0.088, 0.099, 0.023, 0.082, 0.029, 0.018, 0.012, 0.058, 0.064, 0.029, 0.029, 0.012, 0.053, 0.006, 0.0, 0.0]",77,38,0,0,"[3.79, 3.07, 3.19]",0,"[2.4, 3, 0, 0, 2.5, 0, 0.5, 2.5, 0]","[0.050935286935284645, 0.0375747158824077, 0.024272846811309517, 0.02205391190006545, 0.017813280736358166, 0.03208021038790342, 0.026984878369494137, 0.2667636893021422, 0.023589555743402543, 0.02235681412604408, 0.054875363952288585, 0.03282455151686124, 0.025364703672396547, 0.03695247487555241, 0.025176857330704277, 0.028076735230580695, 0.02684399361322948, 0.04784521461444578, 0.027790269559499585, 0.025364703672396148, 0.03948840048840098, 0.02117338217338306, 0.03210838733915591, 0.025183901568516336, 0.02650587019817745]"
23216093,84457,1314,1194,1,3973,22,1965896,21,257,12,12,0.6653696498054474,"[0.086, 0.051, 0.027, 0.047, 0.047, 0.027, 0.101, 0.101, 0.089, 0.125, 0.035, 0.019, 0.0, 0.0, 0.004, 0.004, 0.004, 0.031, 0.023, 0.016, 0.027, 0.004, 0.016, 0.035]",103,78,3,0,"[3.32, 2.86, 2.96]",0,"[8.7, 1, 0, 0.5, 2.0, 2.5, 1.9, 3.0, 0]","[0.06021889655483056, 0.02997632012085148, 0.03818578643578632, 0.02351395652958289, 0.032352622204185576, 0.03612415449134181, 0.02048351258116802, 0.2246738534902572, 0.033183898133117236, 0.03132645652958191, 0.028517676767678236, 0.02857038014069282, 0.0319635473033898, 0.04796367131132502, 0.03121019908910488, 0.03524214804292955, 0.03063356218434297, 0.028531627660535297, 0.03657354234307469, 0.020477312184344138, 0.025119859307359858, 0.022602498196248853, 0.03983805127164677, 0.029201270517678037, 0.03351519660894662]"
2748531408,18437,338,144,10,2987,281,7352248,31,542,17,14,0.4261992619926199,"[0.024, 0.057, 0.048, 0.041, 0.048, 0.116, 0.042, 0.068, 0.046, 0.037, 0.002, 0.0, 0.0, 0.0, 0.006, 0.028, 0.07, 0.033, 0.081, 0.057, 0.046, 0.031, 0.048, 0.013]",266,146,28,0,"[4.29, 3.53, 3.68]",0,"[9.6, 5.5, 2, 0.5, 7.5, 2.5, 0.2, 5.5, 0]","[0.08126739432490344, 0.03634279717396913, 0.02667475443542174, 0.04435085281653009, 0.025479057738798522, 0.03927578461530447, 0.027337892575370486, 0.2096074473866597, 0.03079447001153981, 0.02919170769449158, 0.031360024844255985, 0.04014459731157399, 0.029993590824758495, 0.020395221764425077, 0.024317160473005375, 0.03509697023240688, 0.028381190650207236, 0.03712460143443574, 0.026362461080458734, 0.02745421616108076, 0.03078851328016506, 0.028029208062603315, 0.034516891683866575, 0.028309776803283886, 0.027403416620484032]"
3232206979,32845,15,4,1,4,4,0,31,1808,58,9,0.0,"[0.04, 0.037, 0.042, 0.042, 0.045, 0.039, 0.05, 0.04, 0.042, 0.044, 0.046, 0.039, 0.044, 0.043, 0.043, 0.038, 0.043, 0.04, 0.043, 0.039, 0.043, 0.039, 0.041, 0.022]",614,576,0,0,"[2.91, 2.64, 2.61]",0,"[9.5, 15, 0, 0, 31.0, 7.5, 43.5, 49.0, 0]","[0.07940061649659814, 0.03548320578231406, 0.031854644982993494, 0.024010257227891713, 0.029250478316327527, 0.04580553784013649, 0.0363667623299326, 0.02848782950679615, 0.0344867134353752, 0.043124309098640075, 0.03984119897959404, 0.041927189625850125, 0.02832041879251832, 0.03962197066326572, 0.08240338010203949, 0.03811394557823227, 0.044992400085033656, 0.04794467474490046, 0.04509603528911509, 0.03497167304421758, 0.03580872661564698, 0.03814716198979752, 0.032022055697278444, 0.029417889030612772, 0.03310092474489927]"
